"","MAXENTROPY_LABEL","MAXENTROPY_PROB","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","TREE_LABEL","TREE_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","SLDA_LABEL","SLDA_PROB","MANUAL_CODE","CONSENSUS_CODE","CONSENSUS_AGREE","CONSENSUS_INCORRECT","PROBABILITY_CODE","PROBABILITY_INCORRECT"
"15","1",0.999999999999668,"1",0.911937644676732,"1",0.857945203055919,"2",0.526682134570766,"1",0.5,"1",0.96,"2",1,1,1,5,0,2,1
"16","1",0.999948086048408,"1",0.555203365629817,"1",0.774477930697865,"2",0.526682134570766,"1",0.880797077977882,"1",0.8,"2",0.78446635094568,1,1,5,0,1,0
"17","2",0.999999996520528,"2",0.807734089192511,"2",0.617968893238855,"2",0.526682134570766,"1",0.5,"1",0.52,"2",0.999999999999971,2,2,5,0,2,0
"18","1",0.999849291871458,"1",0.632725242019237,"2",0.702050942794087,"2",0.526682134570766,"2",0.880797077977882,"1",0.56,"2",0.999999999668988,2,2,4,0,2,0
"19","2",0.635638633069545,"2",0.562035667004885,"2",0.696943996618102,"2",0.714285714285714,"2",0.880797077977882,"2",1,"2",0.999999998601176,1,2,7,1,2,1
"20","2",0.999999999069395,"2",0.785725407342887,"2",0.711739574038839,"2",0.714285714285714,"2",0.982013790037908,"2",0.88,"2",0.999999999682598,2,2,7,0,2,0
"21","1",0.999999999999958,"1",0.95845506126082,"1",0.977629183290069,"1",0.814814814814815,"1",0.880797077977882,"1",0.84,"1",0.999999999999977,2,1,7,1,1,1
"22","2",0.999650948781573,"1",0.51628450028099,"1",0.77080360434321,"2",0.526682134570766,"2",0.880797077977882,"1",0.52,"2",0.9825718182208,1,2,4,1,2,1
"23","2",0.962426225121464,"2",0.640222168121017,"2",0.792070757848948,"2",0.526682134570766,"2",0.982013790037908,"1",0.52,"1",0.97364562383975,2,2,5,0,2,0
"24","1",0.992248309458549,"1",0.641549740900966,"1",0.579734490949255,"1",0.972972972972973,"1",0.880797077977882,"1",0.92,"2",0.999999999998814,1,1,6,0,2,1
"25","1",0.973512580916433,"1",0.721745077099223,"1",0.619150946713914,"1",0.814814814814815,"2",0.880797077977882,"1",0.68,"2",1,1,1,5,0,2,1
"26","2",0.999999999993047,"2",0.797250018991866,"2",0.969687459259663,"2",0.714285714285714,"2",0.999664649869534,"2",0.96,"2",1,2,2,7,0,2,0
"27","1",0.999999899980599,"1",0.846629276667685,"1",0.806203217449507,"1",1,"1",0.880797077977882,"1",0.96,"2",0.717829232724091,1,1,6,0,1,0
"28","1",0.999999995858407,"1",0.773098092427824,"1",0.570976318373764,"1",0.972972972972973,"1",0.880797077977882,"1",1,"1",0.987941086550173,1,1,7,0,1,0
"29","2",0.999999999958191,"2",0.951454376749533,"2",0.656601790317183,"2",0.526682134570766,"1",0.5,"2",0.88,"2",0.999999999996546,2,2,6,0,2,0
"30","2",1,"2",0.896321570376217,"2",0.972001343741092,"2",0.526682134570766,"2",0.999954602131298,"2",0.84,"2",1,2,2,7,0,2,0
"31","1",0.999999999999824,"1",0.953268347293797,"1",0.955458227219864,"1",0.954545454545455,"1",0.999954602131298,"1",0.8,"1",0.999999999999388,1,1,7,0,1,0
"32","2",0.999479958087624,"2",0.714080310020189,"2",0.846482347400157,"2",1,"2",0.982013790037908,"2",0.92,"2",0.99999999998381,2,2,7,0,2,0
"33","1",0.999999999999998,"1",0.970350149223299,"1",0.657812764867038,"2",0.526682134570766,"2",0.880797077977882,"1",0.8,"1",0.99992971975861,1,1,5,0,1,0
"34","1",0.999999999736464,"1",0.938593679909159,"1",0.94654304272316,"1",0.841463414634146,"1",0.997527376843365,"1",0.88,"1",1,1,1,7,0,1,0
"35","1",0.999999662594857,"1",0.864969088848318,"1",0.857037662027486,"2",0.526682134570766,"1",0.5,"1",1,"1",0.999999999776025,1,1,6,0,1,0
"36","1",0.999970235058132,"1",0.807199602743129,"2",0.900792663106114,"2",0.526682134570766,"2",0.880797077977882,"1",0.64,"2",0.98793960172874,1,2,4,1,1,0
"37","2",0.955845185117468,"2",0.722722538903822,"1",0.714685425087031,"2",0.526682134570766,"1",0.5,"1",0.84,"2",0.999772219373437,2,2,4,0,2,0
"38","2",0.999999997978627,"2",0.834280704128822,"1",0.620913831757542,"2",0.526682134570766,"1",0.5,"2",0.6,"2",0.998551141028718,2,2,5,0,2,0
"39","1",0.999999998121504,"1",0.946060891241469,"1",0.991971643960859,"1",0.954545454545455,"1",0.982013790037908,"1",0.52,"1",0.999384121198781,1,1,7,0,1,0
"40","1",0.557783326971923,"1",0.638924762486696,"1",0.774156127497457,"2",0.526682134570766,"1",0.5,"1",0.64,"1",0.99975080026836,1,1,6,0,1,0
"41","2",0.999733369988282,"2",0.6488505747375,"2",0.541945375081406,"2",0.526682134570766,"1",0.880797077977882,"1",0.88,"2",0.999992059859929,2,2,5,0,2,0
"42","1",0.880842009326342,"1",0.670677865808337,"1",0.627771914145886,"1",0.841463414634146,"1",0.5,"1",0.52,"1",1,1,1,7,0,1,0
"43","1",0.858379815254668,"2",0.707026569965904,"2",0.940695117196861,"2",0.526682134570766,"1",0.5,"2",0.52,"1",0.983193220325546,1,2,4,1,1,0
"44","1",0.999999999998946,"1",0.916956300992128,"1",0.992130874753577,"1",0.954545454545455,"1",0.880797077977882,"1",0.92,"1",0.999999995260806,1,1,7,0,1,0
"45","1",0.984884499378161,"2",0.53310759397519,"2",0.775785071995031,"1",0.814814814814815,"2",0.880797077977882,"1",0.64,"2",0.964346158497747,1,2,4,1,1,0
"46","2",0.994808052867491,"2",0.582552263415023,"2",0.599505149817126,"2",0.526682134570766,"2",0.982013790037908,"1",0.6,"1",0.998286167127467,1,2,5,1,1,0
"47","1",0.999999998246044,"1",0.80098463654061,"1",0.817963582995718,"2",0.526682134570766,"1",0.880797077977882,"1",0.72,"1",1,1,1,6,0,1,0
"48","2",0.999920986294582,"2",0.557953631704808,"2",0.950378543857919,"2",0.714285714285714,"2",0.880797077977882,"2",0.96,"2",0.999999995849252,2,2,7,0,2,0
"49","1",0.998551363592359,"1",0.613481464374475,"2",0.868444738294492,"2",0.526682134570766,"2",0.982013790037908,"1",0.72,"1",0.999974209043177,1,1,4,0,1,0
"50","1",0.999999999999718,"1",0.917403937143197,"1",0.904266176055178,"1",0.841463414634146,"1",0.997527376843365,"1",0.96,"1",0.993956451932644,1,1,7,0,1,0
"51","2",0.999999625531059,"2",0.809564033191761,"2",0.657698873569487,"2",0.526682134570766,"2",0.880797077977882,"2",0.52,"2",0.997024899523269,2,2,7,0,2,0
"52","1",1,"1",0.987879691183949,"1",0.987728515531137,"1",0.841463414634146,"1",0.997527376843365,"1",0.88,"1",0.999999999988463,1,1,7,0,1,0
"53","1",1,"1",0.999999504963789,"1",0.999898148092558,"2",0.526682134570766,"1",0.880797077977882,"1",0.92,"1",1,1,1,6,0,1,0
"54","1",0.998604968108981,"1",0.727747005692326,"2",0.512529573930251,"2",0.526682134570766,"1",0.5,"1",0.76,"2",0.998244070278247,1,1,4,0,1,0
"55","1",0.990099733575412,"1",0.530362600098587,"1",0.5510455825199,"2",0.526682134570766,"1",0.5,"1",0.84,"2",0.981510816894816,1,1,5,0,1,0
"56","1",1,"1",0.976006953114161,"1",0.921783634680378,"1",0.972972972972973,"1",0.999664649869534,"1",0.92,"1",1,1,1,7,0,1,0
"57","2",0.999999999945821,"2",0.940506085298539,"2",0.950340220930369,"2",0.526682134570766,"2",0.997527376843365,"2",0.64,"1",0.999999919312196,2,2,6,0,2,0
"58","1",0.996318392373493,"1",0.693963905487212,"1",0.918306845492446,"1",0.814814814814815,"1",0.982013790037908,"1",0.56,"1",0.999999999999137,1,1,7,0,1,0
"59","1",0.999999999997274,"1",0.934229687933898,"1",0.911783947821386,"2",0.714285714285714,"1",0.880797077977882,"1",0.6,"1",0.99999999993148,1,1,6,0,1,0
"60","2",0.916583097114383,"1",0.64759163238872,"1",0.777620495657804,"1",1,"1",0.5,"1",0.68,"1",0.999324419413362,2,1,6,1,1,1
"61","2",0.999999931192223,"2",0.759625694239181,"1",0.647251519075835,"2",0.526682134570766,"1",0.5,"2",0.56,"2",0.999532928410009,2,2,5,0,2,0
"62","1",0.999999999999982,"1",0.946675291435156,"1",0.863414851517122,"1",0.933333333333333,"1",0.5,"1",0.92,"1",1,1,1,7,0,1,0
"63","1",0.999363122609255,"1",0.697058804727689,"1",0.739173916855663,"2",0.526682134570766,"1",0.880797077977882,"1",0.92,"1",0.999999999296866,2,1,6,1,1,1
"64","1",0.999999999992796,"1",0.892507735192181,"1",0.909600706675382,"1",0.814814814814815,"1",0.982013790037908,"1",0.88,"1",0.999999967979046,1,1,7,0,1,0
"65","2",0.978465365975739,"2",0.627003806607804,"1",0.583183058637255,"2",0.526682134570766,"1",0.5,"2",0.52,"2",0.998211718781898,2,2,5,0,2,0
"66","2",0.832032712395618,"2",0.607669933048613,"2",0.674370709304935,"2",0.526682134570766,"2",0.880797077977882,"1",0.72,"1",0.977207560203384,1,2,5,1,1,0
"67","2",0.99906653159134,"1",0.568651337842462,"2",0.809907618144294,"2",0.526682134570766,"1",0.5,"1",0.6,"2",0.960568753558021,2,2,4,0,2,0
"68","1",1,"1",0.99578061588761,"1",0.99761397609828,"2",0.526682134570766,"1",0.982013790037908,"1",0.96,"1",1,1,1,6,0,1,0
"69","1",0.999997895101739,"1",0.801881164159717,"1",0.985898491172471,"2",0.526682134570766,"1",0.880797077977882,"1",0.64,"1",0.99999999974327,1,1,6,0,1,0
"70","1",0.992558849266055,"1",0.798843153078599,"1",0.890004960796938,"2",0.526682134570766,"1",0.982013790037908,"2",0.64,"1",0.999999999999995,1,1,5,0,1,0
"71","2",0.999999999999333,"2",0.910191103856743,"2",0.900812541742486,"2",0.714285714285714,"2",0.982013790037908,"2",1,"2",1,2,2,7,0,2,0
"72","2",0.551548436665495,"2",0.506674205851251,"2",0.517350545376676,"2",0.526682134570766,"1",0.5,"1",0.84,"2",0.615081510296336,2,2,5,0,1,1
"73","1",0.999154489309197,"1",0.622554986602508,"1",0.529163213025441,"1",0.814814814814815,"1",0.982013790037908,"1",0.88,"2",0.997516860389111,1,1,6,0,1,0
"74","1",0.646135887527289,"2",0.536571394218663,"1",0.972477255919587,"1",0.841463414634146,"1",0.880797077977882,"1",0.92,"1",1,1,1,6,0,1,0
"75","1",0.781328123222882,"2",0.561623160005146,"1",0.652416842003098,"2",0.526682134570766,"1",0.880797077977882,"1",0.88,"2",0.995603077660669,1,1,4,0,2,1
"76","2",0.999999437753901,"2",0.629359480605327,"1",0.753578093648539,"2",0.526682134570766,"2",0.982013790037908,"1",0.6,"1",0.995691350845203,1,2,4,1,2,1
"77","1",0.999997824542868,"1",0.909879592765796,"1",0.985048529116955,"2",0.526682134570766,"1",0.880797077977882,"2",0.52,"1",1,1,1,5,0,1,0
"78","2",0.999999999999996,"2",0.790293079859319,"2",0.977633656766133,"1",0.954545454545455,"1",0.880797077977882,"1",0.68,"2",0.999999993245825,2,2,4,0,2,0
"79","2",0.999982915749326,"2",0.638344572847726,"2",0.75210019591811,"2",0.526682134570766,"2",0.880797077977882,"2",0.64,"2",0.930380885433766,2,2,7,0,2,0
"80","2",0.993348092248156,"2",0.658649629288261,"1",0.525010772574664,"2",0.526682134570766,"2",0.880797077977882,"1",0.52,"1",0.998072842241924,2,2,4,0,1,1
"81","2",0.999999999902468,"2",0.91773652746486,"2",0.892499687081973,"2",0.714285714285714,"2",0.880797077977882,"2",0.96,"2",0.999999978971329,2,2,7,0,2,0
"82","1",1,"1",0.999991601489556,"1",0.998768909695269,"2",0.526682134570766,"1",0.982013790037908,"1",1,"1",1,1,1,6,0,1,0
"83","2",0.881939820339113,"1",0.552962560149768,"1",0.769963029985854,"2",0.526682134570766,"2",0.880797077977882,"1",0.56,"1",0.999984506127233,1,1,4,0,1,0
"84","1",0.999999982336884,"1",0.939236026833449,"1",0.819971318386672,"1",0.841463414634146,"2",0.982013790037908,"1",0.76,"1",1,1,1,6,0,1,0
"85","1",0.99999992221567,"1",0.779678181767973,"1",0.882779784181502,"1",0.954545454545455,"1",0.880797077977882,"1",0.96,"2",0.99994679096278,1,1,6,0,1,0
"86","1",0.999999999952002,"1",0.943117149326894,"1",0.985212727498793,"1",0.814814814814815,"1",0.5,"1",0.92,"1",0.999999999995875,1,1,7,0,1,0
"87","1",0.975975942803818,"1",0.643081520364648,"1",0.75052644173321,"2",0.526682134570766,"1",0.5,"1",0.84,"1",0.994346617424857,2,1,6,1,1,1
"88","2",1,"2",0.913206059066226,"2",0.945257419784005,"2",0.526682134570766,"2",0.880797077977882,"2",0.84,"2",0.999999696583672,1,2,7,1,2,1
"89","1",0.999999881979614,"1",0.858074109345752,"1",0.724458450651181,"1",0.954545454545455,"2",0.880797077977882,"1",0.68,"1",1,1,1,6,0,1,0
"90","2",0.999999433784201,"2",0.87795610628995,"2",0.600718573149707,"2",0.714285714285714,"2",0.880797077977882,"2",0.8,"2",1,2,2,7,0,2,0
"91","2",0.999982659758764,"2",0.60406999644133,"2",0.895723118204558,"2",0.526682134570766,"2",0.997527376843365,"2",0.72,"1",0.999999999999821,1,2,6,1,1,0
"92","1",0.536561462174314,"2",0.565180067519138,"1",0.507992290070776,"2",0.526682134570766,"2",0.880797077977882,"2",0.72,"1",0.999998442052099,2,2,4,0,1,1
"93","2",0.813658377401329,"2",0.5,"1",0.641844682146166,"1",0.933333333333333,"1",0.5,"1",0.8,"2",0.999999992590968,2,1,4,1,2,0
"94","2",0.825601764807702,"2",0.529158090531384,"2",0.541375079811262,"2",0.526682134570766,"1",0.5,"1",0.88,"1",0.844608654190154,1,2,4,1,1,0
"95","1",0.956928677103857,"1",0.726760240354361,"1",0.963977555260001,"2",0.526682134570766,"1",0.982013790037908,"1",0.72,"1",0.999999986671204,2,1,6,1,1,1
"96","1",0.71384950339759,"2",0.505247909714621,"1",0.76208490900148,"2",0.526682134570766,"1",0.5,"1",0.64,"2",0.999489301750338,2,1,4,1,2,0
"97","1",0.999999999993783,"1",0.900501439189513,"1",0.944695331100868,"1",0.814814814814815,"1",0.982013790037908,"1",0.76,"1",0.999999999999995,1,1,7,0,1,0
"98","1",0.993602617779261,"1",0.615263145632465,"1",0.898446947869817,"2",0.526682134570766,"1",0.5,"1",0.92,"1",0.999999999998084,1,1,6,0,1,0
"99","2",0.999999993164004,"2",0.873749762503533,"2",0.695120910647966,"2",0.526682134570766,"2",0.880797077977882,"2",0.72,"2",1,2,2,7,0,2,0
"100","1",0.999999999991375,"1",0.976800148266352,"1",0.994823510863405,"1",0.841463414634146,"1",0.982013790037908,"1",0.84,"1",1,1,1,7,0,1,0
"101","2",0.999999978929406,"2",0.725511953158494,"1",0.503385137236369,"2",0.526682134570766,"2",0.982013790037908,"1",0.64,"2",0.896807500060041,2,2,5,0,2,0
"102","1",0.792044924336489,"2",0.557649846133757,"2",0.559149486184957,"1",0.933333333333333,"1",0.5,"1",0.68,"2",0.999999997623022,2,1,4,1,2,0
"103","2",0.999921714361855,"2",0.693118618515846,"1",0.656021239707195,"2",0.526682134570766,"1",0.5,"1",0.8,"2",0.979241799621796,1,2,4,1,2,1
"104","1",0.999999999998854,"1",0.933911106751935,"1",0.729747447358095,"1",0.972972972972973,"1",0.982013790037908,"1",1,"1",0.951132366731996,2,1,7,1,1,1
"105","2",0.999999991703158,"2",0.791463498216815,"1",0.526347080918777,"2",0.526682134570766,"1",0.5,"2",0.52,"2",1,1,2,5,1,2,1
"106","2",0.716683043169621,"1",0.552053267422719,"1",0.751644401637668,"2",0.526682134570766,"1",0.5,"1",0.8,"1",0.997083303819745,1,1,5,0,1,0
"107","1",1,"1",0.979216511657784,"1",0.873586445295773,"1",0.88,"1",0.982013790037908,"1",1,"1",1,1,1,7,0,1,0
"108","1",0.999999999999996,"1",0.988859330871805,"1",0.96944894465351,"1",0.841463414634146,"1",0.999664649869534,"1",0.88,"1",0.999999999999676,1,1,7,0,1,0
"109","2",0.999999999999569,"2",0.8594844917817,"2",0.784698662038078,"2",0.526682134570766,"2",0.880797077977882,"2",0.72,"2",0.999999999724631,2,2,7,0,2,0
"110","1",0.999947009177174,"1",0.704082621371558,"1",0.781886536925027,"2",0.526682134570766,"1",0.5,"1",0.84,"1",0.999999999999951,1,1,6,0,1,0
"111","1",0.999999991782483,"1",0.850267830916841,"1",0.719712834945027,"1",0.841463414634146,"2",0.880797077977882,"1",0.72,"1",1,1,1,6,0,1,0
"112","1",0.612835477271056,"2",0.697126879165699,"2",0.600608188594353,"2",0.526682134570766,"1",0.5,"1",0.6,"2",0.999999999908013,2,2,4,0,2,0
"113","1",1,"1",0.999999461507092,"1",0.968625585011045,"1",0.972972972972973,"1",0.982013790037908,"1",0.88,"2",1,1,1,6,0,1,0
"114","1",0.999999999999852,"1",0.93073240089113,"1",0.990176655763809,"1",0.841463414634146,"1",0.997527376843365,"1",0.8,"1",0.999954272897032,1,1,7,0,1,0
"115","1",0.988836124762382,"2",0.511404285810414,"1",0.754118636539022,"2",0.526682134570766,"1",0.880797077977882,"1",0.68,"2",0.999932927359346,1,1,4,0,2,1
"116","1",0.999999999992201,"1",0.882069683115586,"1",0.897497762716341,"1",0.875,"1",0.982013790037908,"1",0.96,"1",0.999999810335048,1,1,7,0,1,0
"117","1",0.999999999999982,"1",0.919379926782853,"1",0.755308949646268,"1",0.972972972972973,"1",0.997527376843365,"1",0.92,"1",0.999953059733463,1,1,7,0,1,0
"118","2",0.999970729757761,"2",0.782179301505893,"2",0.529450426661813,"2",0.526682134570766,"1",0.5,"2",0.52,"1",0.999999837578954,2,2,5,0,1,1
"119","1",0.999998751764278,"1",0.920429743790743,"1",0.85960378579905,"2",0.526682134570766,"1",0.5,"1",0.96,"1",0.999999998631926,2,1,6,1,1,1
"120","1",0.999999994558879,"1",0.860958614397245,"1",0.971707219362775,"1",0.954545454545455,"1",0.880797077977882,"1",1,"1",0.999999734984903,1,1,7,0,1,0
"121","2",0.998391496620437,"1",0.672440956767549,"1",0.743732134113187,"2",0.714285714285714,"1",0.880797077977882,"2",0.64,"2",0.999999999961156,1,2,4,1,2,1
"122","2",0.999999711725187,"2",0.703243817680838,"2",0.817600100146069,"2",0.714285714285714,"2",0.880797077977882,"2",0.88,"2",0.999999999999648,2,2,7,0,2,0
"123","2",0.999988627054758,"2",0.762908658195044,"2",0.743248606257734,"2",0.526682134570766,"2",0.997527376843365,"2",0.68,"2",0.999973291486238,1,2,7,1,2,1
"124","1",0.996527800653657,"1",0.830984519627515,"1",0.892583473544793,"1",0.841463414634146,"2",0.880797077977882,"2",0.64,"1",0.999999999995442,2,1,5,1,1,1
"125","2",0.999999489456854,"1",0.581507691482838,"2",0.771973643301459,"2",0.526682134570766,"1",0.880797077977882,"2",0.68,"1",0.99651426510458,2,2,4,0,2,0
"126","1",0.999997330453788,"1",0.827396068467692,"1",0.626438303296412,"2",0.526682134570766,"1",0.880797077977882,"2",0.6,"1",0.999999395120094,1,1,5,0,1,0
"127","1",0.999999150729291,"1",0.709991339324298,"1",0.75766351393909,"1",0.972972972972973,"1",0.982013790037908,"1",0.92,"1",0.999999929501508,1,1,7,0,1,0
"128","2",0.999413034299602,"2",0.796172536500402,"2",0.809915090098703,"1",0.814814814814815,"2",0.880797077977882,"2",0.68,"1",0.810471556197197,2,2,5,0,2,0
"129","1",0.994196282425953,"1",0.626747047861072,"1",0.835421873171475,"2",0.526682134570766,"1",0.880797077977882,"1",0.64,"2",0.999999950346164,1,1,5,0,2,1
"130","2",0.999999999999979,"2",0.940928611250539,"2",0.925201971825004,"2",0.526682134570766,"2",0.999954602131298,"2",0.8,"2",0.99999999893946,2,2,7,0,2,0
"131","2",0.984217892360732,"2",0.619409996209619,"1",0.639191029185057,"2",0.526682134570766,"1",0.5,"1",0.96,"2",0.973130367942676,2,2,4,0,2,0
"132","1",0.999999629501875,"1",0.687916021146762,"1",0.862527377666269,"2",0.526682134570766,"1",0.880797077977882,"2",0.64,"1",1,1,1,5,0,1,0
"133","2",0.999999999999904,"2",0.947825821034798,"2",0.883093453175614,"2",0.714285714285714,"2",0.997527376843365,"2",0.88,"2",0.99943913916241,2,2,7,0,2,0
"134","2",0.999999998967974,"2",0.875363193278737,"2",0.991821875106688,"1",0.933333333333333,"2",0.982013790037908,"2",0.68,"2",1,2,2,6,0,2,0
"135","1",0.999579962403501,"1",0.715896945708021,"1",0.89457876091206,"1",1,"1",0.880797077977882,"1",1,"1",0.999998460664553,1,1,7,0,1,0
"136","2",0.999863068732236,"2",0.586820615927248,"2",0.887066759117664,"2",0.526682134570766,"1",0.5,"1",0.6,"2",0.999999999951147,1,2,5,1,2,1
"137","1",0.99999998332063,"1",0.832929101844381,"2",0.545719186621806,"2",0.526682134570766,"1",0.880797077977882,"1",0.72,"1",0.999384374127973,1,1,5,0,1,0
"138","1",0.999915944873956,"1",0.718070302077115,"1",0.776179066932185,"1",0.972972972972973,"1",0.982013790037908,"1",0.56,"1",0.999999938828249,1,1,7,0,1,0
"139","2",0.999999933388164,"2",0.840216463562812,"2",0.664238465625834,"2",0.526682134570766,"2",0.880797077977882,"2",0.52,"1",0.999671977093334,2,2,6,0,2,0
"140","1",0.999999877897753,"1",0.842860707726794,"1",0.632595014397048,"1",0.933333333333333,"1",0.5,"1",1,"2",0.998947481018187,1,1,6,0,1,0
"141","1",0.99922724463807,"1",0.689325965658728,"2",0.731044725499423,"2",0.526682134570766,"1",0.982013790037908,"2",0.68,"2",0.999999999996958,1,2,4,1,2,1
"142","1",1,"1",0.977193845215677,"1",0.920434087960408,"2",0.714285714285714,"1",0.5,"2",0.76,"1",1,1,1,5,0,1,0
"143","2",0.876667064590881,"2",0.532538210403971,"1",0.512908047732241,"2",0.526682134570766,"2",0.880797077977882,"1",0.64,"2",0.999999999999995,1,2,5,1,2,1
"144","1",1,"1",0.995786706464451,"1",0.9793575303751,"2",0.526682134570766,"1",0.5,"1",0.84,"1",1,1,1,6,0,1,0
"145","1",0.999999816726725,"1",0.79519049194538,"1",0.877029652062356,"1",0.814814814814815,"1",0.982013790037908,"1",0.72,"1",0.999803745222606,1,1,7,0,1,0
"146","1",0.9999999999981,"1",0.93146379683605,"1",0.939074968902571,"1",0.841463414634146,"1",0.997527376843365,"1",0.68,"1",0.999999989024759,1,1,7,0,1,0
"147","2",0.961686977856595,"2",0.597304243613619,"1",0.679451699308745,"2",0.526682134570766,"1",0.880797077977882,"1",0.96,"2",0.999999999993147,1,2,4,1,2,1
"148","2",0.903269947314665,"2",0.603424108694382,"1",0.819923665797709,"2",0.714285714285714,"2",0.880797077977882,"2",0.6,"1",0.999999997036752,1,2,5,1,1,0
"149","1",0.993316848949351,"1",0.680698784075813,"1",0.672295484975084,"1",0.933333333333333,"1",0.5,"1",0.96,"1",0.999994456392958,1,1,7,0,1,0
"150","1",0.999999830752608,"1",0.799145885851252,"2",0.540934762671373,"2",0.526682134570766,"1",0.5,"1",0.92,"1",0.953739130403581,2,1,5,1,1,1
"151","2",0.999982629321042,"2",0.850416569129338,"1",0.544782289132973,"2",0.526682134570766,"1",0.5,"2",0.6,"2",0.771563954834991,2,2,5,0,2,0
"152","1",0.999999999890127,"1",0.856669043902945,"1",0.774987876058997,"2",0.526682134570766,"1",0.880797077977882,"1",1,"1",1,1,1,6,0,1,0
"153","1",0.71794044461633,"1",0.588900582149705,"1",0.782470709386191,"1",0.841463414634146,"1",0.5,"1",0.76,"2",0.999999999650246,2,1,6,1,2,0
"154","1",0.962145632435187,"1",0.571032415072928,"1",0.888739654614649,"2",0.526682134570766,"1",0.5,"2",0.56,"1",1,2,1,5,1,1,1
"155","1",0.998856792689832,"1",0.742952114181906,"1",0.80164252821419,"1",0.933333333333333,"2",0.880797077977882,"1",0.64,"1",0.999999999937357,1,1,6,0,1,0
"156","2",0.99999987838516,"2",0.781244404376871,"2",0.865035546859981,"2",0.714285714285714,"2",0.880797077977882,"2",0.96,"2",0.999803018647619,1,2,7,1,2,1
"157","1",0.999999994826583,"1",0.860786631702396,"1",0.75918674328104,"2",0.526682134570766,"1",0.880797077977882,"1",0.92,"1",0.999999999573708,2,1,6,1,1,1
"158","1",0.999999999936016,"1",0.897176291350888,"1",0.883052012580448,"2",0.526682134570766,"1",0.997527376843365,"2",0.52,"2",0.997853581470641,1,1,4,0,1,0
"159","1",0.999859854497663,"1",0.885418785358857,"1",0.661075024105395,"2",0.526682134570766,"1",0.5,"1",0.96,"1",0.999999682815925,1,1,6,0,1,0
"160","1",1,"1",0.997232456342383,"1",0.862052335924185,"1",0.972972972972973,"1",0.997527376843365,"1",0.64,"1",0.999999999998907,1,1,7,0,1,0
"161","2",0.835021589744927,"2",0.596882028643921,"2",0.79772637468379,"2",0.526682134570766,"2",0.880797077977882,"1",0.76,"2",0.818753655708281,1,2,6,1,2,1
